#{"t_start": 1779736514.126843, "env_id": "PandaPush-v3"}
r,l,t
-5.56615,50,3485.121836
-3.532396,50,3486.246574
-6.491487,50,3487.308829
-3.693676,50,3488.496051
-5.099962,50,3489.667648
-4.342079,50,3490.808005
-2.994247,50,3491.885876
-4.435299,50,3493.057475
-4.726013,50,3494.119725
-4.046754,50,3495.306946
-3.300998,50,3496.494166
-4.1323,50,3497.650145
-9.926907,50,3498.743637
-0.029009,1,3498.759263
-0.04824,1,3498.774885
-5.334135,50,3499.930862
-3.096365,50,3501.039975
-4.260411,50,3502.258439
-4.209045,50,3503.351932
-0.041522,1,3503.398805
-0.019948,1,3503.414415
-3.79863,50,3504.476666
-4.269623,50,3505.648271
-3.877071,50,3506.897971
-3.143982,50,3508.038331
-2.509119,50,3509.163065
-5.30537,50,3510.287803
-5.011498,50,3511.412539
-5.193362,50,3512.755973
-0.042352,1,3512.787214
-4.893148,50,3514.036921
-4.111859,50,3515.192899
-4.847835,50,3516.31764
-2.848048,50,3517.457996
-3.157364,50,3518.58273
-4.787152,50,3519.723087
-2.902899,50,3520.925931
-4.519702,50,3522.081906
-2.72665,50,3523.159781
-4.338068,50,3524.300136
-5.862805,50,3525.424872
-5.266185,50,3526.533987
-3.116203,50,3527.627485
-5.591984,50,3528.783462
-4.543467,50,3529.892573
-4.988503,50,3531.032939
-4.631233,50,3532.110837
-4.888618,50,3533.266832
-5.929519,50,3534.375895
-4.493281,50,3535.531874
-5.196029,50,3536.65661
-0.032669,1,3536.703474
-5.015531,50,3537.734485
-4.046613,50,3538.937322
-5.097006,50,3540.046436
-4.953882,50,3541.155555
-5.148124,50,3542.311534
-4.733211,50,3543.405025
-0.043192,1,3543.436266
-4.512167,50,3544.576625
-4.867286,50,3545.779984
-4.952623,50,3546.951595
-5.633251,50,3548.076321
-5.636367,50,3549.169818
-4.510237,50,3550.357039
-0.046342,1,3550.372663
-0.013516,1,3550.403903
-0.027673,1,3550.435143
-1.934165,30,3551.294314
-0.02559,1,3551.309939
-4.766591,50,3552.372188
-5.5086,50,3553.746866
-2.870415,50,3554.965332
-6.190444,50,3556.05882
-0.034945,1,3556.074442
-3.239719,50,3557.292912
-5.573759,50,3558.386406
-5.106089,50,3559.526757
-0.046629,1,3559.542383
-4.225232,50,3560.698358
-4.056646,50,3561.838717
-3.254165,50,3562.994691
-6.164986,50,3564.103809
-6.078082,50,3565.337897
-5.029189,50,3566.462627
-4.862987,50,3567.571746
-4.07069,50,3568.696481
-0.019913,1,3568.727723
-0.004502,1,3568.758966
-4.980203,50,3569.86811
-0.049267,1,3569.899325
-6.394236,50,3571.055303
-4.78626,50,3572.273762
-4.917559,50,3573.367257
-3.709846,50,3574.507612
-0.043806,1,3574.538856
-3.622986,50,3575.663592
-3.546705,50,3576.850816
-5.732502,50,3578.038036
-0.028412,1,3578.084902
-3.076865,50,3579.240876
-3.407814,50,3580.349993
-3.971421,50,3581.521591
-4.774661,50,3582.646325
-3.503255,50,3583.755448
-0.025022,1,3583.771063
-3.138342,50,3584.942661
-4.691,50,3586.114263
-3.925525,50,3587.254622
-5.151529,50,3588.348112
-4.763399,50,3589.504094
-4.32286,50,3590.747056
-3.358378,50,3592.088142
-4.665417,50,3593.356369
-6.529532,50,3594.56311
-3.69049,50,3595.963408
-4.365394,50,3597.189638
-4.715106,50,3598.407237
-4.693368,50,3599.633372
-4.854328,50,3600.913019
-4.139033,50,3602.163087
-0.027238,1,3602.188194
-4.905168,50,3603.408461
-0.023901,1,3603.453312
-5.722445,50,3604.641889
-3.591193,50,3605.851294
-4.606833,50,3606.999392
-4.101809,50,3608.195002
-2.627131,50,3609.345324
-3.813436,50,3610.483144
-0.04315,1,3610.511298
-4.856438,50,3611.749771
-5.466774,50,3612.887306
-6.017742,50,3614.089617
-4.253355,50,3615.229968
-5.828526,50,3616.510918
-4.005923,50,3617.6669
-5.352886,50,3618.822879
-0.039333,1,3618.8385
-4.028952,50,3619.947613
-6.647377,50,3621.13483
-3.223856,50,3622.228326
-3.573541,50,3623.384302
-0.016256,1,3626.602299
-0.037331,1,3626.633539
-23.880343,50,3627.789521
-3.319579,50,3628.86739
-4.456588,50,3630.038992
-0.017116,1,3630.054613
-2.617206,50,3631.194974
-3.909352,50,3632.257218
-4.273951,50,3633.397576
-4.543875,50,3634.522312
-0.046026,1,3634.553556
-0.030958,1,3634.569177
-5.885175,50,3635.725154
-4.239073,50,3636.849922
-4.720121,50,3637.990247
-0.043136,1,3638.021492
-5.241603,50,3639.161845
-4.704554,50,3640.302205
-5.239867,50,3641.411323
-0.008565,1,3641.426941
-3.699996,50,3642.567302
-2.960702,50,3643.676417
-5.374919,50,3644.769906
-5.964387,50,3645.941539
-3.632486,50,3647.159968
-3.866647,50,3648.394054
-4.837665,50,3649.550042
-4.9952,50,3650.674768
-3.134369,50,3651.846374
-0.028899,1,3651.861991
-3.472065,50,3652.924243
-3.114717,50,3653.970868
-5.095763,50,3655.11123
-3.653538,50,3656.298447
-2.6946,50,3657.454426
-0.028815,1,3657.485668
-3.779987,50,3658.641662
-0.049117,1,3658.657273
-4.975968,50,3659.844493
-5.933905,50,3660.953607
-4.032667,50,3662.172068
-3.766392,50,3663.281183
-0.044687,1,3663.312425
-3.021486,50,3664.437161
-3.623096,50,3665.608767
-3.846459,50,3666.749119
-2.870898,50,3667.811367
-3.904006,50,3669.029839
-0.010053,1,3669.061073
-0.034657,1,3669.092319
-6.728939,50,3670.185811
-5.37304,50,3671.592761
-4.31765,50,3673.956104
-0.0327,1,3674.0075
-4.322989,50,3676.954093
-3.952757,50,3678.364744
-0.024202,1,3678.433246
-3.511325,50,3680.1396
-0.035229,1,3680.172822
-5.774336,50,3681.505394
-4.383193,50,3682.920754
-0.031105,1,3682.954062
-0.041034,1,3682.970727
-2.964223,50,3684.754611
-5.587172,50,3686.019107
-0.042516,1,3686.05252
-2.684581,50,3687.355612
-3.333842,50,3688.717664
-4.572541,50,3690.065964
-0.035541,1,3690.083715
-0.035828,1,3690.117523
-4.70635,50,3691.317051
-3.656312,50,3692.599623
-3.024545,50,3693.898299
-5.112206,50,3695.131057
-5.290499,50,3696.481032
-4.408115,50,3697.782537
-5.003019,50,3699.519117
-3.384033,50,3701.161701
-6.980314,50,3702.967229
-5.489829,50,3704.832696
-4.812911,50,3706.611721
-5.306033,50,3708.232167
-0.037109,1,3708.271045
-3.063256,50,3709.982815
-3.642709,50,3711.699763
-12.537583,50,3713.335596
-3.264721,50,3715.096088
-3.580419,50,3717.478547
-4.68069,50,3719.806863
-3.795514,50,3722.301086
-5.219728,50,3724.160994
-4.162083,50,3725.342758
-3.049169,50,3726.511451
-3.78991,50,3727.696046
-0.038132,1,3727.73044
-4.745162,50,3729.098644
-0.049581,1,3729.126366
-4.911348,50,3730.42702
-3.412492,50,3731.796613
-4.625619,50,3733.211982
-6.151415,50,3734.504593
-4.575804,50,3735.818428
-3.444808,50,3737.984368
-0.043776,1,3738.039248
-3.988979,50,3741.414346
-0.017455,1,3741.471323
-3.528451,50,3743.758578
-4.568248,50,3745.753048
-0.046386,1,3745.786018
-4.072402,50,3747.46658
-5.828859,50,3749.14099
-4.182636,50,3750.772261
-6.368562,50,3752.420672
-4.366956,50,3754.060021
-5.011308,50,3755.696654
-4.912076,50,3757.313477
-4.959673,50,3758.939195
-3.856806,50,3760.522419
-4.597925,50,3762.117001
-0.013233,1,3762.15603
-0.037691,1,3762.187958
-4.803795,50,3763.914701
-0.031292,1,3763.947612
-3.272765,50,3765.620084
-5.312863,50,3767.19319
-4.097434,50,3768.807683
-5.12466,50,3770.896056
-0.029728,1,3770.933955
-0.048538,1,3770.962394
-4.226613,50,3772.534554
-4.980893,50,3774.065725
-0.030624,1,3774.104325
-4.996613,50,3775.706112
-3.005756,50,3777.391564
-4.556867,50,3778.996417
-5.171126,50,3780.548885
-4.96803,50,3782.207526
-0.040152,1,3782.245371
-2.756535,50,3783.862335
-4.981402,50,3785.49674
-3.471855,50,3787.026239
-0.049652,1,3787.058609
-5.00561,50,3788.65467
-5.289322,50,3790.283514
-4.997448,50,3791.87527
-4.444312,50,3793.803628
-4.27845,50,3795.369775
-4.040376,50,3796.989267
-0.025891,1,3797.022845
-2.592606,50,3798.624523
-2.712623,50,3800.235361
-4.704345,50,3801.953397
-4.149202,50,3803.550541
-2.894025,50,3805.17808
-0.026757,1,3805.205614
-4.960588,50,3806.89511
-3.015492,50,3808.481229
-4.424767,50,3810.017165
-4.601249,50,3811.924346
-4.053519,50,3813.528901
-5.189716,50,3815.136324
-5.468567,50,3816.837186
-5.435731,50,3818.406249
-0.025301,1,3818.458072
-4.125213,50,3820.111506
-5.828887,50,3821.736793
-2.856161,50,3823.352745
-5.494721,50,3824.897133
-0.027435,1,3824.928232
-5.685985,50,3826.675078
-3.289096,50,3828.269861
-2.523217,50,3829.917014
-4.083802,50,3831.69374
-4.087185,50,3833.264459
-4.133978,50,3834.806518
-0.048773,1,3834.854187
-3.793672,50,3836.411369
-4.868983,50,3838.419607
-4.33322,50,3840.335104
-2.775709,50,3842.332291
-3.759773,50,3843.944571
-0.041909,1,3843.984705
-6.398379,50,3845.569776
-3.255885,50,3847.181208
-5.060874,50,3848.723746
-2.542163,39,3849.972155
-0.022888,1,3850.000442
-0.033048,1,3850.040262
-5.462767,50,3851.623046
-5.883703,50,3853.171608
-4.38299,50,3855.102318
-4.826061,50,3858.165509
-4.974928,50,3860.473736
-3.395522,50,3862.219212
-2.724492,50,3863.950047
-0.036168,1,3863.982544
-3.739079,50,3865.629507
-3.800337,50,3867.144597
-6.311665,50,3868.785277
-6.628192,50,3870.253723
-4.125145,50,3871.633066
-4.475792,50,3873.031636
-2.916777,50,3874.433868
-3.74123,50,3875.864827
-6.59487,50,3877.265635
-4.3621,50,3878.687853
-3.13559,50,3880.490131
-3.792598,50,3882.442865
-3.522574,50,3884.002074
-0.049342,1,3884.034117
-4.511695,50,3885.651587
-0.019336,1,3885.69095
-2.6211,50,3887.807007
-0.046331,1,3887.839164
-4.371549,50,3889.281394
-4.085853,50,3890.865471
-0.0297,1,3890.898549
-4.057936,50,3892.519862
-5.914986,50,3894.335781
-4.962989,50,3895.829725
-0.045496,1,3895.854891
-4.375697,50,3897.282453
-2.730491,50,3898.764112
-4.647032,50,3900.234746
-4.310166,50,3901.629547
-6.459864,50,3903.078393
-5.562954,50,3904.590912
-4.946673,50,3906.034947
-3.706379,50,3907.442263
-3.569979,50,3909.293254
-6.047794,50,3910.851997
-5.16257,50,3912.472058
-5.439694,50,3913.875247
-5.894549,50,3915.259065
-0.022309,1,3915.286253
-3.359089,50,3916.863555
-0.004407,1,3916.893747
-0.030386,1,3916.923973
-5.327974,50,3918.929512
-3.051366,50,3920.639011
-4.968688,50,3922.394547
-0.035417,1,3922.42133
-6.790188,50,3923.897435
-0.036007,1,3923.943484
-3.536365,50,3925.431553
-3.093383,50,3926.92896
-0.036729,1,3926.957131
-2.678226,50,3928.622169
-4.771295,50,3930.118725
-2.541639,50,3931.643732
-3.969156,50,3933.202025
-3.533566,50,3935.337163
-4.457291,50,3936.786157
-4.950861,50,3941.904707
-5.956865,50,3943.30716
-4.172245,50,3944.709222
-2.757165,50,3946.0629
-3.777426,50,3947.442031
-4.458415,50,3948.949988
-4.69914,50,3950.348123
-4.854731,50,3951.667327
-0.021046,1,3951.694993
-0.042128,1,3951.720345
-3.454871,50,3953.060317
-4.451498,50,3954.37051
-3.573425,50,3955.689093
-4.048782,50,3957.157104
-5.095108,50,3958.47546
-3.148046,50,3959.750695
-2.891876,50,3961.031717
-6.581648,50,3962.373802
-5.396037,50,3963.702116
-4.71087,50,3965.024486
-3.128398,50,3966.431985
-5.645126,50,3967.816691
-4.766195,50,3969.215123
-4.731042,50,3970.466494
-4.716058,50,3971.756672
-5.471786,50,3973.132788
-6.313455,50,3974.640172
-4.548521,50,3976.457858
-4.737428,50,3977.755638
-3.031489,50,3979.170135
-5.217321,50,3980.508796
-3.148994,50,3981.826746
-4.715197,50,3983.197512
-2.728958,50,3984.754656
-0.035663,1,3984.801968
-4.84907,50,3986.288224
-0.003964,1,3986.319426
-0.016504,1,3986.350346
-0.038953,1,3986.389807
-4.464579,50,3987.982733
-4.758422,50,3989.524418
-0.034437,1,3989.554338
-4.596824,50,3991.103334
-4.247202,50,3992.661433
-0.042943,1,3992.701299
-3.683512,50,3994.798068
-4.885245,50,3996.09014
-0.039573,1,3996.117422
-4.548767,50,3997.361435
-4.690401,50,3998.883426
-4.886626,50,4000.44676
-4.92446,50,4002.250572
-0.026791,1,4002.278374
-0.048486,1,4002.306541
-4.992055,50,4003.895312
-4.378985,50,4005.829654
-4.623778,50,4008.274699
-0.043416,1,4008.299633
-4.559566,50,4009.862122
-2.962901,50,4011.369699
-0.031731,1,4011.397784
-3.277149,50,4012.922232
-4.595661,50,4014.427426
-2.525773,50,4015.987384
-6.976675,50,4017.577137
-3.57651,50,4019.439471
-5.738834,50,4021.502508
-3.679648,50,4022.951406
-3.453273,50,4024.929167
-3.826062,50,4026.373523
-4.5698,50,4027.798405
-2.53172,50,4029.203161
-6.604148,50,4030.704338
-4.107648,50,4032.138384
-2.768448,50,4033.730594
-3.787751,50,4035.195374
-4.322811,50,4036.715854
-4.766614,50,4038.826786
-4.340306,50,4040.573086
-2.926863,50,4042.16297
-4.757891,50,4043.662205
-0.00829,1,4043.69811
-6.444402,50,4045.183569
-4.510715,50,4046.722198
-4.094472,50,4048.250076
-0.038694,1,4048.281116
-2.995928,50,4049.793516
-4.898343,50,4051.266349
-2.65331,50,4052.766213
-2.937764,50,4054.334465
-0.041583,1,4054.369628
-4.683618,50,4055.886449
-6.269101,50,4057.406621
-4.969182,50,4059.08166
-4.444133,50,4060.687083
-4.831793,50,4062.401284
-5.096441,50,4063.930038
-5.169904,50,4065.457095
-5.979671,50,4066.995091
-3.451601,50,4068.567298
-3.73365,50,4070.143278
-2.867661,50,4071.603378
-3.803455,50,4073.322604
-4.845455,50,4074.841338
-3.377702,50,4076.257444
-3.16175,50,4077.712415
-4.992463,50,4080.244061
-2.721869,50,4083.367626
-6.27567,50,4084.807941
-3.962337,50,4086.351439
-0.014883,1,4086.387451
-4.549345,50,4087.82689
-4.259131,50,4089.209077
-6.92684,50,4090.592911
-4.693168,50,4091.967998
-4.479798,50,4093.390166
-4.750764,50,4095.04928
-4.844172,50,4096.380309
-2.569723,50,4097.646073
-0.049274,1,4097.669164
-4.143261,50,4098.944704
-0.021395,1,4098.97293
-5.735542,50,4100.33706
-6.379441,50,4101.612936
-3.941948,50,4102.900869
-0.010722,1,4102.93152
-4.604438,50,4104.207181
-3.106593,50,4105.595391
-4.720881,50,4107.225709
-6.016065,50,4108.847899
-3.316746,50,4110.282338
-5.448764,50,4111.595031
-6.433499,50,4112.931242
-4.700538,50,4114.871281
-0.038643,1,4114.9241
-4.461115,50,4116.538061
-4.954526,50,4118.092422
-5.278441,50,4119.609144
-5.567981,50,4121.187488
-3.481422,50,4122.653224
-0.033968,1,4122.68242
-6.622068,50,4124.130023
-4.802481,50,4125.632816
-5.212504,50,4127.287846
-4.197808,50,4128.791111
-0.046408,1,4128.826253
-3.27997,50,4131.873128
-5.597525,50,4133.452962
-4.640502,50,4134.942275
-2.524769,50,4136.154673
-4.372018,50,4137.344723
-3.004692,50,4138.647743
-4.981882,50,4140.199951
-4.999183,50,4141.435047
-5.122532,50,4142.842294
-5.524465,50,4144.572228
-3.159511,50,4146.381164
-3.663573,50,4147.707548
-4.799099,50,4148.891358
-3.91462,50,4150.133677
-0.022241,1,4150.155617
-4.155978,50,4151.282927
-0.044101,1,4151.318259
-3.272035,50,4152.431516
-2.977758,50,4153.580338
-0.013769,1,4153.60547
-3.483403,50,4154.791361
-6.62605,50,4156.060516
-3.873621,50,4157.25196
-3.34192,50,4158.50721
-3.11253,50,4159.680541
-5.309002,50,4160.863383
-2.692511,50,4161.961577
-0.048456,1,4161.977196
-2.550858,50,4163.179662
-0.036169,1,4163.210906
-5.616904,50,4164.40091
-6.551807,50,4165.5637
-3.661228,50,4166.752635
-0.036678,1,4166.769496
-5.061866,50,4167.902002
-6.429152,50,4169.115234
-5.616505,50,4170.283478
-6.09542,50,4171.449944
-3.257869,50,4172.626641
-5.163833,50,4173.765901
-3.577774,50,4175.000122
-3.760125,50,4176.514267
-0.039328,1,4176.57628
-5.801139,50,4177.780572
-2.581576,50,4178.877804
-6.508096,50,4180.113632
-3.236372,50,4181.250667
-3.285553,50,4182.462963
-5.042354,50,4183.585528
-3.129421,50,4184.70884
-3.5082,50,4185.891726
-4.568901,50,4187.073408
-3.681975,50,4188.279699
-6.809657,50,4189.471078
-3.266735,50,4190.623976
-0.047336,1,4190.655221
-5.001507,50,4191.789834
-4.045582,50,4192.992101
-0.042288,1,4193.014251
-0.047245,1,4193.036803
-2.531441,50,4194.367501
-5.714004,50,4195.492856
-3.867679,50,4196.604809
-5.538085,50,4197.727348
-3.360358,50,4198.947189
-2.756233,50,4200.053199
-3.977295,50,4201.456578
-0.023176,1,4201.546404
-3.110991,50,4203.106885
-3.434573,50,4204.729113
-4.127322,50,4206.653404
-3.095183,50,4208.127053
-0.029898,1,4208.158299
-0.049514,1,4208.189541
-4.82581,50,4209.354645
-6.066701,50,4210.489614
-4.486529,50,4211.731938
-4.981558,50,4212.857893
-3.234267,50,4214.026904
-0.027767,1,4214.060411
-5.767376,50,4215.190883
-4.814663,50,4216.371703
-3.796637,50,4217.913947
-2.56606,50,4219.396716
-4.297094,50,4220.973607
-5.098298,50,4222.440383
-4.668912,50,4223.931565
-4.658337,50,4225.100318
-3.081107,50,4226.37277
-3.371814,50,4227.61571
-3.426507,50,4231.911199
-0.031516,1,4231.926816
-5.054587,50,4233.050575
-4.871636,50,4234.332278
-5.438942,50,4235.471842
-4.521871,50,4236.75931
-3.097958,50,4238.066077
-4.008952,50,4239.415919
-3.923639,50,4240.895563
-0.035141,1,4240.929843
-3.168678,50,4242.353427
-5.164011,50,4243.872237
-3.774968,50,4245.304289
-6.019963,50,4247.037162
-5.300092,50,4248.324271
-0.014443,1,4248.355513
-5.147058,50,4249.598392
-4.709999,50,4250.954619
-3.039306,50,4252.132115
-4.078637,50,4253.332231
-3.614988,50,4254.523011
-4.24141,50,4255.679293
-4.959388,50,4256.835954
-4.359338,50,4258.055872
-3.160484,50,4259.654788
-5.007109,50,4260.861719
-0.012766,1,4260.892964
-0.041421,1,4260.924206
-0.042067,1,4260.955999
-2.856265,50,4262.13269
-0.029676,1,4262.163937
-3.220582,50,4263.260234
-5.116164,50,4264.420038
-3.557121,50,4265.500698
-4.639088,50,4266.645056
-0.042005,1,4266.660678
-0.032107,1,4266.676299
-0.049203,1,4266.707542
-4.411682,50,4267.85229
-4.90533,50,4268.981288
-4.363079,50,4270.203469
-0.020448,1,4270.219088
-5.300311,50,4271.3936
-0.025671,1,4271.424877
-4.666399,50,4272.506574
-3.920458,50,4273.650695
-4.874984,50,4274.791307
-0.028389,1,4274.812898
-3.859113,50,4276.195046
-2.948489,50,4277.711147
-4.717728,50,4278.980903
-0.014096,1,4279.014096
-6.348519,50,4280.245887
-6.180099,50,4281.542447
-6.214152,50,4282.726205
-5.776143,50,4283.901502
-0.027568,1,4283.917124
-3.557698,50,4285.060347
-5.552404,50,4286.173309
-4.894717,50,4287.646121
-4.167053,50,4288.759555
-0.041894,1,4288.790797
-0.041676,1,4288.822039
-3.908381,50,4289.934999
-6.72521,50,4291.098997
-4.76192,50,4292.271131
-0.047321,1,4292.302381
-0.029361,1,4292.33362
-4.805419,50,4293.492507
-2.711475,50,4294.714777
-4.151385,50,4295.857898
-7.05725,50,4297.030222
-5.373967,50,4298.163872
-4.955909,50,4299.260242
-3.277021,50,4300.388856
-4.838339,50,4301.548584
-6.548432,50,4302.769885
-3.097324,50,4303.908472
-3.300405,50,4305.074937
-2.9794,50,4306.297226
-6.233055,50,4307.409211
-3.388154,50,4308.506448
-4.393526,50,4309.681903
-4.81835,50,4310.746976
-2.760607,50,4311.877431
-4.037898,50,4313.131119
-4.658759,50,4314.30549
-3.079815,50,4315.512231
-0.027087,1,4315.527854
-0.047599,1,4315.557494
-4.919792,50,4316.735567
-3.099832,50,4317.911045
-2.719776,50,4319.086462
-2.68168,50,4320.198415
-3.523682,50,4321.311246
-5.345343,50,4322.534454
-3.341271,50,4323.678725
-6.010023,50,4324.807356
-4.10263,50,4325.981702
-4.597731,50,4327.044506
-3.679554,50,4328.191166
-5.616088,50,4329.32022
-4.845676,50,4330.450138
-3.104582,50,4331.577694
-3.206554,50,4332.753249
-0.028636,1,4332.784491
-4.44258,50,4333.990229
-4.426302,50,4335.118682
-0.005457,1,4335.134303
-5.83405,50,4336.311612
-4.834206,50,4337.494911
-3.335165,50,4338.63028
-4.7738,50,4339.785699
-3.719719,50,4340.902095
-4.572015,50,4342.09414
-4.791222,50,4343.316439
-0.042913,1,4343.332061
-3.862664,50,4344.507528
-3.504598,50,4345.727234
-4.351687,50,4346.906352
-0.041623,1,4346.921977
-3.550971,50,4348.127506
-2.826488,50,4349.60678
-4.928344,50,4351.109202
-5.015011,50,4352.555476
-4.864273,50,4353.975989
-4.549198,50,4355.886942
-0.023705,1,4355.918188
-3.8826,50,4357.043051
-0.031131,1,4357.074293
-4.938092,50,4358.221149
-4.0786,50,4359.45903
-0.02852,1,4359.474654
-0.011106,1,4359.505899
-3.67935,50,4360.666754
-3.583632,50,4361.763792
-4.336473,50,4362.94522
-3.182435,50,4364.142529
-4.530689,50,4365.394794
-5.250081,50,4366.617878
-0.046921,1,4366.633501
-5.274872,50,4367.766591
-3.119742,50,4369.106959
-3.384306,50,4370.586272
-5.366416,50,4372.866566
-0.043656,1,4372.898423
-5.103541,50,4374.390014
-4.62814,50,4375.749541
-2.755183,50,4376.893171
-3.245632,50,4377.992113
-5.038005,50,4379.152018
-3.94449,50,4380.44552
-0.037774,1,4380.461141
-2.746698,50,4381.68147
-0.024777,1,4381.712711
-5.014285,50,4383.005602
-4.421081,50,4384.177433
-3.113647,50,4385.387647
-5.270849,50,4387.293905
-4.1643,50,4388.525105
-3.698789,50,4389.715123
-3.007011,50,4390.85946
-0.04278,1,4390.8907
-2.718429,50,4392.113975
-4.733265,50,4393.258095
-3.2455,50,4394.402327
-5.376684,50,4395.630759
-4.756597,50,4397.161806
-4.195241,50,4398.30813
-4.031084,50,4399.475157
-4.209924,50,4400.694263
-4.391415,50,4401.879114
-6.442948,50,4403.28455
-0.030868,1,4403.338718
-4.219882,50,4404.736282
-0.03298,1,4404.751906
-0.010937,1,4404.789807
-0.024747,1,4404.810875
-0.034429,1,4404.84212
-2.562802,50,4406.686452
-2.541369,50,4407.853824
-4.954876,50,4409.095088
-4.85431,50,4410.318474
-0.048692,1,4410.354352
-3.26497,50,4411.765905
-0.021302,1,4411.790554
-4.256287,50,4413.012808
-2.66957,50,4414.504764
-2.726234,50,4415.673408
-4.669599,50,4416.880083
-3.021013,50,4418.049848
-4.69835,50,4419.161448
-3.764326,50,4420.581291
-3.091917,50,4422.118493
-3.134244,50,4423.259175
-6.05361,50,4424.402287
-4.103622,50,4425.636349
-5.869634,50,4426.832202
-3.231783,50,4427.960874
-0.032983,1,4427.976496
-3.37836,50,4429.161797
-4.663243,50,4430.363199
-6.350327,50,4431.613633
-2.921145,50,4432.845204
-6.056936,50,4434.184016
-3.865692,50,4436.045305
-5.126066,50,4437.46333
-4.948326,50,4438.926627
-2.812662,50,4440.361601
-2.53037,50,4442.189964
-3.630263,50,4443.554208
-5.68573,50,4444.918091
-3.118761,50,4446.461504
-5.196192,50,4447.988972
-5.428689,50,4449.531603
-0.044192,1,4449.555518
-5.355242,50,4451.003889
-5.423727,50,4452.541489
-0.012391,1,4452.573307
-3.784481,50,4454.447827
-4.266433,50,4455.941558
-0.021093,1,4455.971818
-4.474321,50,4457.453827
-4.563761,50,4458.933829
-3.665417,50,4460.484762
-4.113449,50,4461.941763
-2.573813,50,4463.426491
-6.18782,50,4464.913658
-4.530911,50,4466.456671
-4.991403,50,4467.928584
-0.03145,1,4467.972169
-5.02052,50,4469.49452
-0.032036,1,4469.52472
-4.669966,50,4470.999667
-4.069785,50,4472.331868
-4.148778,50,4473.956942
-3.728527,50,4475.199699
-0.01737,1,4475.226915
-2.635602,50,4476.533472
-4.446206,50,4477.777629
-0.041583,1,4477.801667
-2.944412,50,4479.046656
-0.028281,1,4479.081854
-4.28512,50,4480.303432
-0.020282,1,4480.331531
-5.461108,50,4481.582462
-3.699603,50,4482.713327
-4.737265,50,4483.850231
-3.911274,50,4484.937217
-3.009428,50,4486.104556
-0.028648,1,4486.122591
-0.049537,1,4486.15386
-5.081848,50,4490.698492
-2.905182,50,4491.804625
-4.533312,50,4492.991846
-3.227916,50,4494.116582
-3.091832,50,4495.303799
-6.319147,50,4496.397292
-2.799174,50,4497.568891
-4.841409,50,4498.738869
-0.025395,1,4498.754491
-0.043884,1,4498.785733
-0.021546,1,4498.81697
-3.496186,50,4499.879223
-4.557413,50,4500.925853
-6.331275,50,4502.038104
-5.653598,50,4503.225323
-6.427708,50,4504.649539
-3.341825,50,4506.209364
-4.967459,50,4507.488654
-0.000551,1,4507.519896
-0.040281,1,4507.53552
-0.042503,1,4507.566762
-3.229086,50,4508.805593
-0.042944,1,4508.836837
-3.75499,50,4510.026647
-5.203194,50,4512.288294
-6.556951,50,4513.52412
-4.134345,50,4514.673235
-3.019509,50,4515.966913
-3.715952,50,4517.176696
-0.04972,1,4517.202279
-0.024622,1,4517.233526
-0.04176,1,4517.264767
-0.035674,1,4517.296012
-0.013828,1,4517.319908
-0.042218,1,4517.355534
-0.039713,1,4517.397409
-5.990047,50,4518.69423
-0.044353,1,4518.734833
-2.749146,50,4519.963358
-4.960097,50,4521.247066
-3.727597,50,4522.666805
-4.974301,50,4524.132658
-3.698542,50,4525.845863
-4.003244,50,4527.496069
-0.048285,1,4527.514432
-4.319114,50,4528.933957
-5.976894,50,4530.43419
-0.045881,1,4530.467115
-5.161644,50,4532.498271
-2.873689,50,4533.964226
-3.742752,50,4535.447702
-0.049396,1,4535.481696
-3.032846,50,4537.158745
-5.110754,50,4538.760697
-4.098829,50,4540.17761
-4.572142,50,4541.658673
-0.038845,1,4541.67325
-4.591134,50,4543.013638
-4.970901,50,4544.136668
-3.753639,50,4545.373634
-0.013939,1,4545.407692
-5.196677,50,4546.613585
-4.851795,50,4547.826975
-2.980514,50,4549.130064
-4.433517,50,4550.65148
-0.043067,1,4550.682725
-4.945145,50,4552.047326
-4.506328,50,4553.217722
-0.049182,1,4553.26768
-4.609784,50,4554.423062
-4.686019,50,4555.644359
-4.086948,50,4557.371611
-3.76757,50,4558.527643
-4.040511,50,4559.69678
-0.046986,1,4559.728028
-4.015866,50,4560.900132
-4.065145,50,4562.059104
-3.009065,50,4563.274076
-2.744721,50,4564.861633
-5.137789,50,4566.381806
-5.088227,50,4567.640133
-0.041011,1,4567.655758
-3.491659,50,4568.850006
-2.870801,50,4570.041992
-6.360042,50,4571.391867
-4.490028,50,4572.723298
-5.766182,50,4574.486938
-3.508351,50,4576.010159
-0.029204,1,4576.044924
-2.780855,50,4577.931639
-5.894985,50,4579.153983
-5.951412,50,4580.326662
-4.595853,50,4581.5682
-4.789486,50,4582.664471
-3.396061,50,4583.798198
-3.995537,50,4584.920747
-4.125979,50,4586.096071
-4.993992,50,4587.318724
-3.609011,50,4588.510956
-4.780616,50,4590.111134
-4.473352,50,4591.229986
-0.038928,1,4591.245607
-5.00167,50,4592.374055
-0.011674,1,4592.389676
-2.732004,50,4593.546843
-4.792563,50,4595.145353
-6.576092,50,4596.609713
-4.616971,50,4598.194172
-0.013267,1,4598.254557
-4.297265,50,4599.912354
-1.90208,23,4600.676688
-4.770044,50,4602.275534
