#{"t_start": 1779724689.290449, "env_id": "PandaPush-v3"}
r,l,t
-0.488569,7,9099.824199
-1.238061,15,9100.167871
-4.439193,50,9101.480057
-0.038636,1,9101.511302
-4.90835,50,9102.682902
-0.660934,9,9102.870361
-0.715615,9,9103.073435
-0.046287,1,9103.104676
-0.350947,6,9103.245273
-0.463144,6,9103.370239
-0.260469,5,9103.479589
-0.25798,5,9103.573317
-4.462951,50,9104.698055
-12.606175,50,9105.854032
-0.049482,1,9105.885274
-1.487309,17,9106.244565
-0.760011,8,9106.447641
-3.015067,50,9107.55676
-0.282444,5,9107.666105
-0.470178,7,9107.822323
-0.333509,6,9107.994157
-0.797494,9,9108.197231
-0.540218,8,9108.384686
-0.807449,9,9108.587765
-0.720892,9,9108.790842
-0.022933,1,9108.806463
-0.825842,9,9108.993924
-0.835563,12,9109.275102
-0.817413,10,9109.525044
-0.472994,7,9109.681297
-0.607797,9,9109.899961
-5.344131,50,9110.977831
-0.56708,8,9111.180908
-0.041182,1,9111.212151
-0.51299,7,9111.383982
-0.475653,7,9111.540195
-0.771127,10,9111.790136
-0.710818,8,9111.961975
-4.172089,50,9113.07109
-0.016531,1,9113.10233
-0.039303,1,9113.133571
-0.472503,7,9113.289786
-0.021363,1,9113.321028
-0.55506,8,9113.492867
-3.183954,33,9114.273933
-0.655394,8,9114.44577
-0.47932,7,9114.60198
-5.439525,50,9115.742333
-0.872735,9,9115.945411
-0.605467,9,9116.132867
-0.027995,1,9116.148489
-0.821786,9,9116.382809
-0.042198,1,9116.414052
-1.300163,13,9116.72648
-0.039883,1,9116.757724
-0.766359,10,9116.960801
-3.73033,50,9118.148018
-0.408242,6,9118.304231
-0.397297,7,9118.46045
-0.455432,6,9118.585417
-0.037154,1,9118.616658
-0.473981,7,9118.788492
-0.741487,9,9118.975952
-0.00822,1,9119.007195
-0.030393,1,9119.038435
-0.02367,1,9119.054065
-0.638245,9,9119.272756
-0.861293,10,9119.522701
-0.588885,7,9119.694534
-0.785648,9,9119.92885
-0.300717,5,9120.038217
-0.02975,1,9120.069447
-0.020807,1,9120.10069
-0.566123,7,9120.256902
-0.686062,9,9120.475601
-0.035217,1,9120.50684
-1.30973,14,9120.850508
-0.010471,1,9120.866129
-0.028728,1,9120.897376
-0.020554,1,9120.912998
-0.663095,9,9121.131697
-0.617407,9,9121.366012
-1.334718,15,9121.709682
-4.433323,50,9122.943767
-0.039286,1,9122.975009
-2.129998,23,9123.490517
-1.362978,15,9123.865429
-0.439734,6,9124.037258
-0.269299,5,9124.146614
-0.024094,1,9124.177856
-1.938439,28,9124.787086
-1.328539,13,9125.083889
-1.377315,18,9125.505665
-0.448032,7,9125.646257
-0.291061,6,9125.786851
-0.856173,9,9126.005552
-0.658134,10,9126.271111
-0.433791,6,9126.396087
-0.011581,1,9126.411706
-0.560894,7,9126.599162
-0.610782,9,9126.833484
-0.26724,5,9126.958449
-0.654503,9,9127.145908
-0.812136,10,9127.380257
-0.29706,5,9127.505201
-0.361063,6,9127.630166
-0.996556,9,9127.848904
-0.27106,5,9127.958219
-0.295658,6,9128.098805
-0.017414,1,9128.114429
-4.03567,50,9129.239163
-0.734508,9,9129.442242
-4.618343,50,9130.566981
-0.474104,7,9130.72319
-0.870995,9,9130.926272
-1.081121,12,9131.191831
-0.936115,11,9131.441775
-0.319077,6,9131.566745
-1.967989,23,9132.097871
-0.025806,1,9132.113494
-1.099858,10,9132.363434
-3.995521,50,9133.59752
-0.597902,8,9133.800596
-0.415041,6,9133.925563
-0.993867,10,9134.175507
-0.045074,1,9134.191125
-0.021639,1,9134.222371
-1.271965,14,9134.566038
-0.678293,8,9134.769116
-0.92059,9,9134.956571
-0.031997,1,9134.987814
-0.293185,6,9135.128405
-0.376619,6,9135.268999
-5.381495,50,9136.456221
-0.929986,12,9136.721784
-0.586829,7,9136.862376
-4.821377,50,9138.018354
-0.783785,9,9138.237083
-0.654406,9,9138.47137
-0.843872,10,9138.736932
-1.220602,14,9139.096225
-2.07337,27,9139.705458
-0.049333,1,9139.72108
-0.023538,1,9139.76794
-0.882944,10,9139.971022
-0.836836,9,9140.174096
-0.521156,7,9140.330309
-0.702767,9,9140.564628
-0.724717,8,9140.752084
-0.574086,9,9140.970787
-0.582523,9,9141.189481
-1.031537,10,9141.408181
-0.034767,1,9141.439423
-0.507039,8,9141.611258
-0.027293,1,9141.62688
-0.04883,1,9141.658126
-0.619018,8,9141.845581
-0.831535,9,9142.064277
-0.584987,8,9142.236115
-0.029576,1,9142.251736
-0.005721,1,9142.298595
-0.926235,10,9142.5173
-0.023157,1,9142.53292
-0.282233,5,9142.642269
-0.779048,9,9142.845343
-4.101422,50,9143.954463
-0.848563,11,9144.188778
-0.006698,1,9144.2044
-0.270416,5,9144.329373
-0.289601,5,9144.454343
-0.252236,5,9144.563689
-0.498987,7,9144.751145
-0.639242,8,9144.938603
-0.985181,10,9145.157301
-0.0491,1,9145.172922
-0.549037,7,9145.344756
-1.223765,11,9145.61032
-0.418517,7,9145.782154
-3.12144,50,9147.000616
-0.598979,8,9147.172452
-0.036767,1,9147.219315
-0.563374,7,9147.391186
-0.623092,8,9147.57861
-0.495818,7,9147.73486
-0.512065,7,9147.906654
-6.66629,50,9149.031391
-0.56214,8,9149.203228
-0.432385,7,9149.359442
-0.761596,9,9149.578136
-1.613412,21,9150.031155
-0.328468,6,9150.171749
-1.649404,19,9150.609144
-0.049294,1,9150.640405
-0.009815,1,9150.656008
-0.816128,13,9150.937193
-0.009874,1,9150.952813
-0.049785,1,9150.999678
-0.041865,1,9151.015305
-0.924063,15,9151.390213
-0.413473,6,9151.546425
-0.276746,5,9151.702638
-0.883438,10,9151.936957
-0.400242,6,9152.06193
-0.406334,6,9152.202524
-0.667364,8,9152.421218
-0.603737,8,9152.593053
-1.641555,23,9153.124177
-0.638455,9,9153.311635
-0.648613,8,9153.530337
-0.541819,7,9153.670929
-0.277386,5,9153.827177
-0.520106,7,9153.983353
-0.0412,1,9154.01463
-0.035285,1,9154.045841
-0.26037,5,9154.155186
-0.543921,7,9154.311401
-0.469598,9,9154.530099
-0.255068,5,9154.639452
-4.376151,50,9155.811049
-3.663906,50,9156.951422
-0.387684,6,9157.092
-0.363583,6,9157.232589
-0.663599,8,9157.404423
-0.853441,10,9157.638745
-0.535025,9,9157.841822
-0.431277,7,9158.013654
-0.641746,8,9158.185493
-0.472716,7,9158.341703
-0.033686,1,9158.37295
-0.243563,5,9158.482295
-0.717606,9,9158.685375
-0.607741,8,9158.872832
-0.618435,8,9159.044664
-0.763591,9,9159.263362
-1.056954,11,9159.528926
-0.03745,1,9159.560167
-0.045888,1,9159.591412
-0.013309,1,9159.622651
-1.755653,17,9160.02881
-0.039361,1,9160.060053
-3.800921,50,9161.278517
-0.711587,9,9161.512833
-0.565365,8,9161.684673
-0.396085,8,9161.872128
-0.655283,9,9162.090856
-1.207101,12,9162.38763
-0.329059,6,9162.512601
-0.471614,7,9162.668809
-0.639829,8,9162.840648
-0.368285,6,9162.965617
-0.905488,11,9163.215559
-0.499605,7,9163.387394
-0.009672,1,9163.418643
-0.388243,6,9163.59047
-0.283401,5,9163.684199
-3.93528,50,9164.949525
-3.130025,50,9166.2461
-0.413815,6,9166.371067
-0.559707,11,9166.605389
-0.339834,6,9166.745979
-0.593419,7,9166.886574
-0.034352,1,9166.917814
-0.046737,1,9166.933436
-1.151788,11,9167.183378
-0.562112,7,9167.355211
-0.047349,1,9167.370831
-0.041913,1,9167.386454
-0.043116,1,9167.402075
-0.035144,1,9167.43332
-0.428203,6,9167.573911
-0.047839,1,9167.605153
-0.714164,9,9167.823853
-4.64174,50,9168.995492
-1.222281,15,9169.3235
-5.477923,50,9170.573203
-4.695717,50,9171.947882
-0.719237,8,9172.135341
-0.033457,1,9172.150964
-0.623593,8,9172.322796
-0.043301,1,9172.354037
-0.039132,1,9172.385279
-0.408353,8,9172.58836
-0.818448,10,9172.853919
-2.498348,36,9173.68185
-0.487433,7,9173.869307
-0.456191,7,9174.025522
-0.585831,8,9174.197354
-1.155753,12,9174.462915
-0.500061,7,9174.650375
-0.049554,1,9174.665997
-0.02918,1,9174.681619
-0.386219,7,9174.837828
-0.665745,9,9175.056527
-0.556403,8,9175.228364
-0.033911,1,9175.259604
-0.686302,8,9175.478307
-0.497911,7,9175.665758
-2.894995,50,9176.821737
-0.728168,8,9176.993572
-1.039928,12,9177.259139
-0.771522,9,9177.477834
-0.027947,1,9177.509079
-0.657403,8,9177.665293
-0.037268,1,9177.696532
-0.528919,7,9177.868371
-0.969146,11,9178.149551
-0.421982,6,9178.290144
-0.045612,1,9178.321385
-1.619625,22,9178.85251
-0.045014,1,9178.868132
-0.24816,5,9178.977482
-0.597611,7,9179.149317
-0.683514,8,9179.336776
-1.473407,18,9179.758548
-0.560642,7,9179.914765
-4.152609,50,9181.08636
-0.979495,12,9181.383169
-0.707724,9,9181.617486
-0.723385,8,9181.820564
-0.439196,7,9181.961166
-0.485229,6,9182.10175
-0.423927,6,9182.226718
-0.612776,7,9182.398553
-0.030056,1,9182.41418
-0.536712,7,9182.60163
-2.383874,35,9183.3827
-0.343614,6,9183.523287
-0.699174,9,9183.726368
-0.008881,1,9183.757609
-4.622643,50,9184.897967
-0.030934,1,9184.929208
-0.384241,6,9185.05418
-0.479575,7,9185.257259
-0.808789,9,9185.444713
-0.03827,1,9185.475957
-0.031355,1,9185.491577
-0.317587,5,9185.61655
-0.488745,7,9185.757139
-0.47776,7,9185.944595
-0.626192,8,9186.100808
-0.696255,8,9186.303886
-1.755911,21,9186.819398
-0.947068,12,9187.116196
-0.043011,1,9187.131816
-4.231497,50,9188.365901
-0.575645,9,9188.56898
-0.926399,11,9188.78768
-0.440187,7,9188.94389
-0.363064,6,9189.084489
-0.033543,1,9189.100103
-0.645727,8,9189.30318
-0.504199,7,9189.475016
-0.878154,13,9189.803063
-0.009949,1,9189.834305
-0.345296,6,9189.974898
-0.041511,1,9189.990523
-0.048506,1,9190.021782
-4.169564,38,9190.88094
-0.297281,5,9190.974669
-0.042932,1,9191.00591
-5.614793,50,9192.193127
-0.603769,7,9192.364962
-0.009658,1,9192.396204
-0.016182,1,9192.427448
-0.033531,1,9192.458691
-0.498584,7,9192.614908
-4.097766,50,9193.724021
-0.040851,1,9193.755261
-0.369287,6,9193.911475
-0.652657,10,9194.145793
-0.909517,9,9194.348871
-0.59455,7,9194.505104
-2.729164,50,9195.754789
-0.341721,6,9195.911009
-1.764699,19,9196.395265
-0.387472,6,9196.520236
-0.669021,8,9196.707691
-0.040268,1,9196.723313
-0.81766,10,9196.973258
-0.821848,9,9197.16071
-3.620272,43,9198.144856
-0.026955,1,9198.176138
-0.970053,10,9198.41042
-0.027086,1,9198.441663
-1.306012,19,9198.894682
-0.032665,1,9198.925926
-0.338609,6,9199.050896
-2.964188,50,9200.128765
-0.047344,1,9200.160007
-0.836603,9,9200.363086
-0.34784,6,9200.5193
-0.030445,1,9200.534918
-9.628804,50,9201.690897
-0.334016,6,9201.83149
-0.65942,8,9202.018946
-0.004464,1,9202.034571
-3.510801,44,9203.081202
-1.242362,16,9203.440488
-0.454417,7,9203.612321
-1.24712,13,9203.924746
-0.717251,8,9204.096582
-0.890842,9,9204.299665
-4.866114,50,9205.44002
-0.021628,1,9205.471262
-1.369225,15,9205.830563
-0.582714,8,9206.018009
-6.952073,50,9207.533273
-0.687389,9,9207.798836
-2.630109,47,9208.986058
-0.938455,11,9209.235999
-0.291274,5,9209.345349
-0.732133,8,9209.532806
-0.009934,1,9209.564046
-1.131588,10,9210.844996
-0.59298,8,9211.048079
-0.508428,7,9211.219912
-0.457955,6,9211.391742
-0.398344,6,9211.532335
-0.035364,1,9211.563577
-2.27852,27,9212.157191
-0.796726,9,9212.375888
-0.890842,11,9212.641454
-0.589414,7,9212.797666
-0.463173,7,9212.953909
-1.040617,11,9213.219442
-0.373511,6,9213.375655
-0.45379,8,9213.563107
-0.046456,1,9213.578732
-0.296012,5,9213.7037
-0.526292,8,9213.875535
-0.286436,6,9214.01613
-0.249922,5,9214.141097
-9.107434,50,9215.297075
-0.265938,5,9215.390807
-0.00863,1,9215.406429
-1.145887,11,9215.671995
-0.50431,7,9215.843827
-0.047507,1,9215.875068
-0.508576,7,9216.015661
-2.089022,30,9216.687389
-0.716928,9,9216.890452
-2.351275,26,9217.530927
-0.500016,7,9217.671518
-3.469565,50,9218.858739
-0.846262,10,9219.093062
-1.07811,11,9219.343
-0.024336,1,9219.374246
-0.046195,1,9219.389868
-0.299154,5,9219.499214
-0.043883,1,9219.53046
-1.293301,14,9219.827266
-0.301432,6,9219.967853
-0.244107,5,9220.108445
-0.474113,7,9220.249038
-0.959421,11,9220.514602
-0.719368,9,9220.71768
-0.619328,7,9220.889511
-0.043476,1,9220.920757
-0.7785,9,9221.123837
-0.82992,9,9221.311291
-0.027981,1,9221.358152
-0.252913,5,9221.451884
-0.840336,9,9221.670576
-0.482357,7,9221.858035
-0.591544,8,9222.045497
-0.410908,7,9222.186086
-0.239061,5,9222.279814
-0.777197,10,9222.514131
-1.087218,12,9222.81094
-0.438884,6,9222.951529
-0.038519,1,9222.98277
-0.362697,6,9223.123363
-0.402215,6,9223.295197
-3.714767,49,9224.451179
-0.025409,1,9224.482421
-0.967774,9,9224.701116
-0.018276,1,9224.732369
-0.039846,1,9224.747983
-0.459074,6,9224.904195
-0.048869,1,9224.919817
-0.596876,7,9225.09165
-0.484789,7,9225.247867
-0.009307,1,9225.263489
-0.040442,1,9225.29473
-0.585238,8,9225.529048
-0.346711,6,9225.685264
-0.004662,1,9225.716505
-4.716359,50,9226.841239
-0.634243,8,9227.059937
-0.048283,1,9227.07556
-0.767124,8,9227.247396
-0.600969,7,9227.40361
-0.423694,6,9227.559819
-0.493722,7,9227.747277
-0.518498,7,9227.91911
-2.616711,28,9228.512721
-0.769937,9,9228.762662
-0.674413,8,9228.934498
-0.615643,7,9229.07509
-8.475449,50,9230.199828
-3.1193,50,9231.433914
-0.52746,7,9231.605783
-0.500671,7,9231.761962
-0.042416,1,9231.777581
-0.813245,10,9231.996284
-0.360093,6,9232.13687
-0.041153,1,9232.168116
-0.586052,8,9232.339948
-4.599989,50,9233.558414
-0.436061,7,9233.714662
-0.67293,8,9233.90208
-0.862921,10,9234.120783
-0.357251,6,9234.261372
-0.034377,1,9234.276995
-3.151229,31,9235.026817
-0.040111,1,9235.058059
-1.012854,15,9235.41735
-0.538029,7,9235.557945
-1.222903,12,9235.839126
-0.771974,11,9236.089067
-0.824765,9,9236.323388
-4.443804,50,9237.510609
-0.650341,7,9237.651204
-4.254532,50,9238.807215
-0.348648,6,9238.94777
-0.774553,9,9239.16648
-0.047995,1,9239.197711
-0.459701,7,9239.338309
-0.513654,7,9239.541381
-0.459984,7,9239.697594
-0.602051,8,9239.900671
-0.812593,10,9240.150615
-0.538359,8,9240.353691
-0.484964,8,9240.541188
-0.046187,1,9240.556772
-0.612234,8,9240.759847
-0.488056,8,9240.962924
-3.382902,50,9242.197009
-0.266505,5,9242.290735
-0.041053,1,9242.321977
-0.491377,7,9242.493812
-1.945365,22,9242.993695
-0.00769,1,9243.009317
-0.753489,9,9243.212393
-4.358786,50,9244.30589
-0.015363,1,9244.321512
-0.756611,8,9244.493349
-0.514831,8,9244.64956
-0.263593,5,9244.774532
-0.577161,8,9244.961987
-0.033226,1,9244.993229
-0.538337,7,9245.16506
-3.762048,50,9246.211691
-0.647889,9,9246.430387
-0.419099,7,9246.570985
-0.48125,8,9246.789679
-0.03906,1,9246.820923
-0.469972,8,9247.024
-0.408605,7,9247.211458
-5.395059,50,9248.336192
-0.469036,7,9248.492408
-3.700983,33,9249.22661
-5.221853,50,9250.366999
-3.899819,50,9251.491704
-0.744794,9,9251.710399
-0.021149,1,9251.726021
-1.865737,24,9252.272765
-0.025017,1,9252.28839
-0.276964,5,9252.42898
-0.718501,10,9252.63206
-0.040698,1,9252.647683
-1.564753,13,9252.960106
-0.498563,7,9253.163182
-0.332956,6,9253.288157
-0.749093,9,9253.506861
-0.004632,1,9253.522475
-0.728156,9,9253.725554
-0.721529,8,9253.928627
-0.833263,9,9254.116083
-0.049102,1,9254.131706
-0.569129,7,9254.31916
-0.807986,9,9254.537861
-0.784566,9,9254.772179
-0.034524,1,9254.787801
-0.530513,7,9254.944017
-0.201436,4,9255.022127
-0.595534,7,9255.162716
-1.016434,10,9255.428276
-0.382236,7,9255.600113
-0.674396,10,9255.818807
-0.047275,1,9255.834429
-0.045792,1,9255.865672
-3.74224,50,9257.115381
-0.62907,8,9257.302838
-0.950594,9,9257.474674
-0.504667,7,9257.630888
-0.434715,7,9257.818341
-1.148595,12,9258.083905
-0.905372,10,9258.302602
-1.009287,12,9258.583818
-0.479658,7,9258.771246
-0.02757,1,9258.7869
-0.880683,10,9259.036807
-0.625982,7,9259.177399
-0.841799,13,9259.505443
-0.76648,10,9259.72414
-0.340042,6,9259.880354
-0.534275,7,9260.020949
-0.390449,6,9260.161542
-0.766189,9,9260.364615
-3.053707,50,9261.473734
-0.801629,9,9261.676807
-4.354555,50,9262.848417
-3.057024,50,9264.051252
-0.047175,1,9264.066877
-1.275068,18,9264.488647
-0.611216,9,9264.707345
-0.383026,7,9264.8948
-1.200264,12,9265.144743
-2.290201,27,9265.800845
-0.954997,12,9266.113269
-4.115277,50,9267.222382
-0.047741,1,9267.238005
-0.629987,9,9267.503567
-0.893182,9,9267.722265
-0.564128,8,9267.909722
-0.008687,1,9267.94096
-0.033117,1,9267.956583
-0.742206,8,9268.128421
-0.54993,7,9268.26901
-0.031615,1,9268.300253
-0.048846,1,9268.331493
-0.363617,6,9268.487708
-3.581914,50,9269.846768
-0.356845,6,9270.018597
-0.569121,8,9270.206053
-0.041451,1,9270.237297
-0.019061,1,9270.252933
-0.569747,8,9270.455995
-0.84728,10,9270.690316
-0.49161,8,9270.893396
-1.571012,22,9271.455761
-1.215718,12,9271.721325
-0.989542,10,9271.971263
-0.558866,7,9272.158721
-1.041054,14,9272.518014
-0.259286,5,9272.611743
-0.481106,8,9272.830439
-0.629406,8,9273.049136
-0.030102,1,9273.06476
-0.499245,6,9273.205348
-0.344424,5,9273.299082
-0.020562,1,9273.345952
-0.574926,8,9273.502156
-0.252628,5,9273.611505
-0.348692,6,9273.752128
-0.017174,1,9273.79896
-0.554075,8,9273.986416
-0.391571,6,9274.158249
-0.578917,8,9274.34575
-0.319469,6,9274.486298
-0.490822,6,9274.62689
-0.686169,8,9274.783104
-0.878267,12,9275.033047
-0.756041,9,9275.251744
-0.034778,1,9275.267366
-0.476866,7,9275.423583
-0.460865,7,9275.564174
-0.360009,6,9275.720388
-0.043007,1,9275.736009
-0.031282,1,9275.767253
-0.829151,10,9275.985947
-0.904924,9,9276.204662
-0.036719,1,9276.220271
-5.923077,50,9277.469978
-0.600472,9,9277.673051
-0.48218,7,9277.860506
-1.113333,14,9278.188554
-0.270439,5,9278.282284
-0.340363,6,9278.422872
-0.927526,12,9278.719684
-0.368622,6,9278.875895
-0.025621,1,9278.907139
-0.288032,6,9279.047729
-0.642602,8,9279.250804
-0.048025,1,9279.266427
-0.374224,7,9279.42264
-5.142625,50,9280.562995
-1.960365,24,9281.109748
-0.553603,8,9281.281582
-0.546407,9,9281.515896
-0.673073,10,9281.750221
-2.873193,50,9282.874958
-1.016048,11,9283.156138
-1.220411,11,9283.406082
-0.024627,1,9283.421701
-0.411213,6,9283.577919
-3.207521,50,9284.811998
-0.535476,8,9285.015077
-4.067285,50,9286.202297
-0.781177,9,9286.421004
-1.232854,15,9286.764666
-0.680785,8,9286.983363
-0.556105,7,9287.202061
-0.967576,10,9287.436382
-0.755498,11,9287.73319
-1.061359,10,9287.967512
-0.818984,9,9288.186209
-0.809787,10,9288.404906
-0.280834,5,9288.514262
-1.143582,12,9288.811058
-1.110887,15,9289.12349
-0.630118,8,9289.295325
-0.040669,1,9289.326562
-6.917685,50,9290.482542
-2.371139,30,9291.154262
-0.015445,1,9291.169883
-0.496262,7,9291.341715
-0.439344,7,9291.48231
-0.581962,8,9291.654141
-0.462717,7,9291.825976
-0.605739,7,9291.997813
-3.798292,50,9293.185037
-0.379049,7,9293.35687
-0.878444,10,9293.591186
-0.658639,9,9293.778642
-0.497055,7,9293.98172
-3.840546,50,9295.106457
-0.500944,8,9295.325158
-0.665821,10,9295.528234
-0.501523,8,9295.715695
-0.320667,6,9295.840664
-1.20915,14,9296.199949
-0.027557,1,9296.215571
-0.717982,10,9296.465511
-0.536662,8,9296.652972
-0.013278,1,9296.684208
-0.499996,8,9296.871667
-0.674666,8,9297.043502
-0.327233,6,9297.168471
-0.049031,1,9297.199713
-0.294069,5,9297.324689
-0.704159,8,9297.51214
-0.401973,6,9297.652732
-0.318219,6,9297.793325
-0.037256,1,9297.808947
-0.048563,1,9297.840188
-0.345771,6,9297.98078
-0.440408,6,9298.121375
-1.134039,10,9298.355694
-0.028343,1,9298.371317
-0.03621,1,9298.402562
-0.019378,1,9298.4338
-0.471821,7,9298.590011
-0.297941,5,9298.714985
-0.444335,7,9298.871196
-0.037094,1,9298.902441
-1.061769,21,9299.355461
-0.028257,1,9299.3867
-0.04083,1,9299.402321
-1.186012,13,9299.730373
-0.48568,7,9299.902204
-0.453077,7,9300.042796
-0.824321,9,9300.261495
-0.948526,14,9300.620784
-0.338852,7,9300.761377
-0.02351,1,9300.792623
-4.41392,50,9301.979841
-1.029897,11,9302.229786
-0.577962,7,9302.401618
-0.504303,8,9302.589072
-0.467414,8,9302.79215
-0.492964,10,9303.057715
-0.551352,7,9303.213929
-1.020245,15,9303.557595
-0.374378,7,9303.729466
-0.679788,9,9303.963753
-0.574184,8,9304.213693
-0.464951,7,9304.401148
-0.518943,7,9304.572982
-0.751723,9,9304.807304
-0.301757,6,9304.932273
-1.912096,18,9305.35405
-0.250577,5,9305.479021
-0.750096,9,9305.697719
-0.970437,11,9305.947663
-0.483587,7,9306.103872
-0.700992,10,9306.353818
-0.720115,8,9306.541269
-3.981646,50,9307.83784
-0.660073,8,9308.0253
-0.736954,10,9308.259618
-0.937426,11,9308.525181
-0.257908,5,9308.650151
-0.04521,1,9308.681392
-0.726497,9,9308.86885
-0.535291,9,9309.087551
-1.09495,11,9309.337494
-0.268434,5,9309.446837
-0.740375,9,9309.649915
-0.501829,7,9309.821754
-2.69508,32,9310.571573
-0.354394,6,9310.727789
-0.354384,6,9310.883999
-3.59998,50,9312.024357
-0.431414,7,9312.180571
-0.368721,6,9312.321163
-1.965464,25,9312.899152
-0.339106,6,9313.055365
-0.487221,7,9313.211582
-0.368063,7,9313.352169
-0.910324,11,9313.617732
-0.519198,8,9313.805192
-0.241522,5,9313.914538
-0.619982,9,9314.117619
-0.272823,5,9314.227014
-1.589908,14,9314.586257
-0.291635,5,9314.679984
-0.013052,1,9314.711227
-1.137368,11,9314.961167
-0.407874,7,9315.133004
-0.01668,1,9315.164247
-3.097962,50,9316.36709
-0.048271,1,9316.398333
-0.022531,1,9316.429573
-0.513733,7,9316.585824
-0.034287,1,9316.617033
-0.41549,7,9316.773246
-0.348252,6,9316.913835
-0.562708,7,9317.070048
-0.360968,6,9317.21064
-0.291876,6,9317.351232
-0.260004,5,9317.460584
-4.077841,50,9318.679048
-0.62184,8,9318.8665
-0.032058,1,9318.88212
-1.470178,25,9319.460111
-0.298132,6,9319.631945
-0.431628,7,9319.803781
-0.691454,8,9319.991237
-0.83544,9,9320.209934
-0.52695,8,9320.413012
-0.852396,10,9320.662955
-1.20024,11,9320.897273
-0.701017,10,9321.115975
-0.370633,7,9321.287805
-0.333597,6,9321.412781
-4.840432,50,9322.521892
-7.171481,50,9323.662252
-0.483006,8,9323.849705
-0.733889,10,9324.084026
-0.043344,1,9324.115267
-0.349809,7,9324.287105
-0.394371,6,9324.443315
-0.490757,8,9324.615153
-0.473501,7,9324.771364
-0.02971,1,9324.802603
-0.507803,7,9324.958824
-0.609584,8,9325.146275
-0.770831,8,9325.318113
-0.490092,7,9325.489961
-0.908573,12,9325.755511
-0.782793,11,9326.005453
-0.640969,8,9326.177283
-0.00897,1,9326.20853
-0.317317,6,9326.349119
-0.837739,10,9326.567816
-0.645773,8,9326.755271
-0.592291,8,9326.927106
-0.824526,10,9327.161429
-5.712316,50,9328.317405
-0.641157,8,9328.489241
-4.898884,44,9329.535868
-0.047645,1,9329.55149
-0.373936,7,9329.723329
-0.540126,7,9329.895162
-0.708186,9,9330.113858
-0.83704,11,9330.363799
-0.359278,6,9330.535639
-3.548712,50,9331.816583
-0.84228,10,9332.050903
-0.456478,7,9332.207116
-0.011093,1,9332.222739
-0.248984,5,9332.33212
-0.861984,9,9332.566407
-1.632627,17,9332.94132
-6.149047,50,9334.066056
-0.62453,9,9334.284756
-0.620961,8,9334.456592
-0.558885,7,9334.612801
-0.770942,10,9334.831503
-1.254508,13,9335.143928
-1.071438,12,9335.440735
-0.961652,10,9335.643812
-0.475254,7,9335.800027
-0.855204,9,9336.01872
-0.40017,6,9336.174936
-0.036678,1,9336.206177
-0.886911,9,9336.424877
-1.248592,14,9336.721688
-0.336045,6,9336.877897
-7.63501,50,9338.096356
-2.980677,30,9338.752459
-0.398834,6,9338.893051
-0.593754,8,9339.096124
-0.59224,7,9339.267961
-2.910033,50,9340.377077
-0.603921,9,9340.564533
-8.647111,50,9341.736132
-4.019773,50,9342.860866
-0.046014,1,9342.892108
-0.648719,8,9343.095187
-0.625228,8,9343.298267
-0.026469,1,9343.313884
-0.862547,10,9343.579445
-3.411127,50,9344.704181
-4.119342,50,9345.875782
-3.205047,50,9347.094245
-0.399184,6,9347.234837
-0.032408,1,9347.250462
-0.037208,1,9347.297322
-1.348908,14,9347.62537
-0.312277,6,9347.750342
-0.39402,6,9347.906555
-0.024161,1,9347.937797
-0.688452,8,9348.094014
-0.344612,6,9348.218984
-0.540389,8,9348.406441
-0.337426,6,9348.547033
-0.02496,1,9348.562654
-0.509748,7,9348.703242
-0.820241,9,9348.92194
-0.66691,9,9349.125018
-0.013534,1,9349.156261
-0.84922,10,9349.374963
-0.917275,10,9349.656147
-1.581967,23,9350.202889
-0.677574,8,9350.390349
-0.048159,1,9350.40597
-0.804124,9,9350.60905
-0.600191,8,9350.812122
-2.048321,26,9351.483838
-0.337849,6,9351.608809
-0.408455,6,9351.733779
-0.360051,6,9351.921236
-0.44284,7,9352.093073
-1.172416,11,9352.343013
-5.387626,50,9353.545855
-1.769072,21,9354.045741
-0.371239,6,9354.170713
-1.246767,14,9354.514376
-0.4147,7,9354.701834
-0.031596,1,9354.733088
-0.601519,7,9354.90491
-1.48456,18,9355.311067
-1.210384,13,9355.623492
-0.045476,1,9355.654734
-3.855114,50,9356.779474
-3.208671,50,9357.919827
-0.310457,6,9358.044801
-0.042443,1,9358.076075
-0.583929,7,9358.247877
-0.576286,8,9358.482198
-0.289116,5,9358.591544
-0.386146,6,9358.747759
-0.687412,8,9358.935217
-0.035732,1,9358.966462
-0.336832,6,9359.07581
-0.543229,7,9359.232018
-0.433369,7,9359.419476
-0.872153,9,9359.606936
-1.294935,17,9360.013089
-0.484928,6,9360.184923
-0.702242,8,9360.356758
-0.280466,6,9360.497353
-0.692701,8,9360.684808
-0.868534,9,9360.919125
-0.383805,6,9361.059718
-2.828363,50,9362.184455
-0.535361,7,9362.340663
-0.651895,8,9362.512502
-0.822421,9,9362.7312
-0.429785,7,9362.88741
-0.274856,5,9362.996759
-0.035784,1,9363.028005
-1.087226,14,9363.340443
-0.702986,12,9363.637235
-0.53335,8,9363.824694
-0.049657,1,9363.871555
-0.698948,10,9364.090256
-0.898072,10,9364.293335
-0.577669,8,9364.496425
-0.532233,7,9364.668245
-3.015535,50,9365.886705
-0.434146,7,9366.042921
-0.648977,8,9366.214754
-0.901571,16,9366.558424
