#{"t_start": 1779724689.290449, "env_id": "PandaPush-v3"}
r,l,t
-5.009967,50,3833.084338
-4.912346,50,3834.24032
-4.782174,50,3835.458781
-3.857116,50,3836.583522
-1.585203,18,3836.989672
-0.013233,1,3837.020914
-0.037691,1,3837.052157
-4.803795,50,3838.192517
-0.031292,1,3838.208138
-3.272765,50,3839.379735
-5.312864,50,3840.520092
-4.097548,50,3841.738559
-5.124595,50,3842.785192
-0.029726,1,3842.816427
-0.048538,1,3842.832052
-4.227031,50,3843.972444
-2.655447,28,3844.644125
-0.030615,1,3844.675383
-4.996639,50,3845.800105
-3.005524,50,3847.034188
-4.557517,50,3848.205787
-5.173402,50,3849.346144
-3.590236,50,3850.54899
-0.040155,1,3850.580229
-2.756375,50,3851.767453
-4.981632,50,3852.923434
-3.47511,50,3854.032543
-0.049657,1,3854.063839
-5.002435,50,3855.235387
-5.286493,50,3856.375746
-4.997345,50,3857.531725
-4.442423,50,3858.76581
-4.281294,50,3859.906166
-4.039911,50,3861.077772
-0.025897,1,3861.109006
-2.592078,50,3862.249363
-2.712601,50,3863.467828
-4.703668,50,3864.608187
-4.149185,50,3865.732922
-2.637769,50,3866.90452
-0.026749,1,3866.935764
-4.959508,50,3868.138608
-3.017456,50,3869.294585
-4.425833,50,3870.450573
-3.654229,50,3871.637788
-4.052817,50,3872.793761
-5.186355,50,3873.918508
-5.468567,50,3875.074487
-5.435731,50,3876.183622
-0.025301,1,3876.214834
-4.125213,50,3877.323948
-5.828887,50,3878.573658
-2.856092,50,3879.729635
-5.494856,50,3880.854368
-0.027435,1,3880.86999
-5.686164,50,3881.963482
-3.289096,50,3883.150705
-2.523381,50,3884.369168
-4.083823,50,3885.54077
-4.087185,50,3886.649884
-4.133935,50,3887.821488
-0.048773,1,3887.852723
-3.793672,50,3888.993083
-4.868983,50,3890.149066
-4.332851,50,3891.367528
-2.775698,50,3892.585989
-3.759773,50,3893.695104
-0.041909,1,3893.726349
-4.757466,50,3894.960429
-3.256452,50,3896.116409
-5.060787,50,3897.256766
-3.281543,50,3898.428371
-0.022888,1,3898.443987
-0.033055,1,3898.475265
-5.462967,50,3899.584344
-5.88398,50,3900.70908
-4.386114,50,3901.849439
-4.826202,50,3902.989799
-4.976714,50,3904.161398
-3.3966,50,3905.364237
-2.721633,50,3906.52022
-0.036175,1,3906.551463
-4.10482,50,3907.738679
-0.791572,11,3907.988625
-6.313345,50,3909.160223
-6.62971,50,3910.347487
-4.124185,50,3911.487798
-4.474915,50,3912.675021
-2.917834,50,3913.79976
-3.742232,50,3914.893252
-6.595449,50,3916.064851
-4.365227,50,3917.189585
-3.135734,50,3918.39243
-3.794686,50,3919.532788
-3.52175,50,3920.751248
-0.049331,1,3920.766869
-4.513373,50,3921.907226
-0.019346,1,3921.938471
-2.621698,50,3923.344388
-0.046334,1,3923.375631
-4.369684,50,3924.594094
-4.082978,50,3925.703213
-0.029692,1,3925.734457
-4.081946,50,3926.906056
-5.914432,50,3928.046412
-4.962127,50,3929.155527
-0.045485,1,3929.186769
-4.378977,50,3930.327124
-2.729865,50,3931.467484
-4.644129,50,3932.639083
-4.310711,50,3933.826304
-5.050319,50,3935.013523
-5.562649,50,3936.091398
-4.946673,50,3937.262998
-3.706113,50,3938.403355
-3.568838,50,3939.57495
-5.41952,50,3940.840279
-5.162465,50,3941.996259
-5.438781,50,3943.121001
-5.893305,50,3944.308214
-0.022314,1,3944.339457
-3.358232,50,3945.5423
-0.004408,1,3945.573542
-0.030396,1,3945.589169
-5.328198,50,3946.682658
-3.04896,50,3947.85426
-4.965476,50,3948.963374
-0.035415,1,3948.978996
-6.790188,50,3950.07249
-0.036007,1,3950.119348
-3.536443,50,3951.306572
-3.093384,50,3952.571903
-0.036729,1,3952.587523
-2.67883,50,3953.759122
-4.771295,50,3954.946344
-2.541597,50,3956.180426
-5.889422,50,3957.383272
-3.535001,50,3958.508009
-4.45658,50,3959.679604
-4.954124,50,3960.757477
-5.443099,50,3961.913502
-4.172004,50,3963.085058
-2.755172,50,3964.178552
-0.7899,11,3967.427791
-4.458566,50,3968.568143
-4.69922,50,3969.677259
-4.854731,50,3970.895724
-0.021046,1,3970.926967
-0.042128,1,3970.958206
-3.454804,50,3972.161051
-4.451492,50,3973.238919
-3.573425,50,3974.426142
-4.048782,50,3975.550876
-5.095108,50,3976.675612
-3.148056,50,3977.753485
-2.891878,50,3978.893846
-3.831784,50,3980.034198
-5.395048,50,3981.158935
-4.710828,50,3982.268053
-3.129496,50,3983.455269
-5.6465,50,3984.595628
-4.767534,50,3985.704741
-4.727846,50,3986.876344
-3.14136,50,3988.00108
-5.471692,50,3989.157055
-6.264276,50,3990.328665
-4.549346,50,3991.469013
-4.737124,50,3992.593753
-3.03159,50,3993.734106
-5.217316,50,3994.874461
-3.149531,50,3996.046062
-4.715197,50,3997.186419
-2.728911,50,3998.420505
-0.035663,1,3998.451747
-4.849251,50,3999.654631
-0.003954,1,3999.685838
-0.016496,1,3999.701459
-0.038954,1,3999.732697
-4.466862,50,4000.888676
-4.758916,50,4001.982206
-0.034437,1,4001.997792
-4.596491,50,4003.200633
-4.247202,50,4004.325368
-0.042943,1,4004.340993
-3.683497,50,4005.543836
-4.885245,50,4006.668572
-0.039573,1,4006.699812
-5.741535,50,4007.855789
-4.690401,50,4008.980525
-4.886626,50,4010.120882
-4.924512,50,4011.323763
-0.026791,1,4011.339348
-0.048486,1,4011.370593
-4.992055,50,4012.464082
-4.379267,50,4013.620061
-4.623498,50,4014.776038
-0.043416,1,4014.791663
-4.559566,50,4015.947642
-2.962901,50,4017.119241
-0.031731,1,4017.134861
-3.277149,50,4018.368948
-4.595813,50,4019.524923
-2.52579,50,4020.74339
-6.976675,50,4021.836884
-3.576875,50,4023.039722
-5.738834,50,4024.18008
-3.679694,50,4025.304819
-3.45342,50,4026.429551
-3.713334,50,4027.648017
-4.50034,50,4028.835239
-2.531499,50,4029.944354
-6.604148,50,4031.069127
-4.107648,50,4032.146961
-2.768448,50,4033.271702
-3.787703,50,4034.443296
-4.322811,50,4035.614895
-4.766563,50,4036.770875
-4.340306,50,4037.926852
-2.926847,50,4039.004724
-4.757891,50,4040.191944
-0.00829,1,4040.207566
-6.444135,50,4041.441657
-4.510695,50,4042.644527
-4.094472,50,4043.800473
-0.038694,1,4043.831714
-2.995908,50,4045.0658
-4.898331,50,4046.174915
-2.653517,50,4047.330898
-2.937823,50,4048.518115
-0.041583,1,4048.549363
-4.683618,50,4049.767821
-6.269104,50,4050.861313
-4.969303,50,4051.986053
-4.444146,50,4053.110785
-4.830195,50,4054.282384
-5.096893,50,4055.422742
-5.171813,50,4056.563103
-5.979343,50,4057.656595
-3.451491,50,4058.82819
-3.730438,50,4060.077903
-2.868244,50,4061.43696
-3.802353,50,4062.577315
-4.845629,50,4063.639565
-3.377024,50,4064.77992
-3.1625,50,4065.951524
-4.994452,50,4067.045013
-2.722397,50,4068.26348
-6.275773,50,4069.466318
-3.067133,50,4070.622296
-0.014883,1,4070.653538
-4.549154,50,4071.809518
-4.259159,50,4072.965496
-6.926837,50,4074.074615
-4.69316,50,4075.23059
-4.479821,50,4076.324081
-4.750764,50,4077.495681
-4.844122,50,4078.636043
-2.569723,50,4079.792017
-0.049274,1,4079.82326
-4.143287,50,4080.963618
-0.021395,1,4080.97924
-5.735734,50,4082.119599
-6.379421,50,4083.259954
-3.941948,50,4084.447176
-0.010722,1,4084.478417
-4.604438,50,4085.603153
-3.106579,50,4086.727892
-4.720881,50,4087.868252
-6.016065,50,4088.992986
-3.316771,50,4090.180206
-5.448764,50,4091.351808
-6.433499,50,4092.429679
-4.703118,50,4093.523169
-0.038641,1,4093.570035
-4.459545,50,4094.72601
-4.952689,50,4095.835144
-5.275081,50,4096.913002
-5.56727,50,4098.162704
-3.483278,50,4099.256198
-0.033967,1,4099.287476
-6.62208,50,4100.474679
-4.802481,50,4101.552531
-5.21259,50,4102.661648
-4.195404,50,4103.83325
-0.046419,1,4103.848871
-3.279255,50,4105.067333
-5.599358,50,4106.176447
-4.641641,50,4107.269938
-2.52633,50,4108.457164
-4.371742,50,4109.644382
-2.858084,48,4110.800377
-4.984708,50,4111.940723
-4.998687,50,4113.002971
-5.123508,50,4114.237054
-5.524712,50,4115.408652
-3.159011,50,4116.611497
-1.201232,17,4116.955163
-4.801536,50,4118.142535
-3.914671,50,4119.22041
-0.022252,1,4119.251649
-4.15673,50,4120.470114
-0.0441,1,4120.516977
-3.271861,50,4121.68858
-2.978867,50,4122.828938
-0.013765,1,4122.844556
-3.483587,50,4124.125507
-6.62605,50,4125.234619
-3.873625,50,4126.312493
-3.34192,50,4127.437229
-3.11253,50,4128.624462
-5.308998,50,4129.82729
-2.692511,50,4131.061375
-0.048456,1,4131.092618
-2.55082,50,4132.311083
-0.036169,1,4132.326704
-5.616776,50,4133.513928
-6.551812,50,4134.70115
-3.661254,50,4135.79467
-0.036678,1,4135.825885
-5.061866,50,4137.013102
-6.429025,50,4138.231566
-4.579202,50,4139.45003
-6.095875,50,4140.652871
-3.257869,50,4141.855714
-5.163833,50,4143.011697
-3.498409,50,4144.214538
-3.760596,50,4145.401757
-0.039335,1,4145.41738
-5.801031,50,4146.542114
-2.581576,50,4147.791822
-6.508096,50,4148.979045
-3.236372,50,4150.135023
-3.285751,50,4151.197271
-5.042354,50,4152.446981
-3.129421,50,4153.587337
-3.5082,50,4154.790178
-4.568743,50,4155.946155
-4.718967,50,4157.055272
-6.809156,50,4158.476809
-3.26674,50,4159.632794
-0.047327,1,4159.664036
-8.774086,50,4160.851253
-4.045582,50,4162.06972
-0.042288,1,4162.085343
-0.047245,1,4162.100963
-2.531632,50,4163.225728
-8.114423,50,4164.428539
-3.867679,50,4165.709488
-5.538085,50,4166.849844
-3.360436,50,4168.021447
-2.756477,50,4169.286774
-4.333901,50,4170.458373
-0.023176,1,4170.489614
-3.110991,50,4171.629976
-3.434573,50,4172.801573
-4.127789,50,4174.004418
-3.09315,50,4175.207298
-0.029891,1,4175.238501
-0.049514,1,4175.254121
-4.82581,50,4176.410099
-6.066701,50,4177.706676
-4.486099,50,4178.878273
-4.981558,50,4180.003009
-3.234267,50,4181.158985
-0.027767,1,4181.190229
-5.831376,50,4182.330588
-4.816611,50,4183.486564
-3.857445,50,4184.64254
-2.563074,50,4185.81414
-3.570508,50,4187.048224
-5.097569,50,4188.204208
-4.668846,50,4189.375807
-4.659565,50,4190.547404
-3.078241,50,4191.703383
-3.516222,50,4192.937467
-3.428185,50,4194.01534
-0.031512,1,4194.046582
-5.05783,50,4195.171321
-4.871144,50,4196.327299
-5.435951,50,4197.467657
-4.523982,50,4198.60801
-3.100766,50,4202.435237
-3.821191,50,4203.622458
-3.925515,50,4204.794057
-0.035147,1,4204.809679
-3.168024,50,4205.981279
-5.164541,50,4207.059156
-3.774968,50,4208.230767
-6.020115,50,4209.38673
-5.300079,50,4210.527086
-0.014443,1,4210.558329
-5.147064,50,4211.683068
-4.709999,50,4212.792179
-3.039306,50,4213.932539
-4.078637,50,4214.994795
-3.614988,50,4216.08828
-4.24141,50,4217.259879
-4.959357,50,4218.478347
-4.35919,50,4219.571836
-3.160917,50,4220.774678
-5.009009,50,4221.836931
-0.012755,1,4221.868172
-0.04142,1,4221.899415
-0.042062,1,4221.915036
-2.856554,50,4223.008529
-0.029686,1,4223.039774
-3.219667,50,4224.19575
-5.116164,50,4225.289248
-3.557152,50,4226.492086
-4.639073,50,4228.054218
-0.042005,1,4228.08546
-0.032107,1,4228.116713
-0.049203,1,4228.14795
-4.411682,50,4229.319548
-4.90533,50,4230.522391
-4.362701,50,4231.709611
-0.020448,1,4231.725231
-5.300394,50,4232.928075
-0.025671,1,4232.959318
-4.666399,50,4234.146539
-3.920458,50,4235.286895
-4.874984,50,4236.442878
-0.028389,1,4236.474116
-3.859674,50,4237.630094
-2.948489,50,4238.817316
-4.717728,50,4239.957675
-0.014096,1,4239.988919
-6.348519,50,4241.176145
-6.323037,50,4242.425847
-6.213665,50,4243.597447
-5.777316,50,4244.831526
-0.027568,1,4244.847151
-3.654489,50,4245.956268
-5.552345,50,4247.159106
-4.894348,50,4248.221366
-4.537272,50,4249.346092
-0.0419,1,4249.377341
-0.041679,1,4249.408582
-3.907924,50,4250.65829
-6.72447,50,4251.814265
-4.762315,50,4252.970281
-0.047321,1,4253.001487
-0.029361,1,4253.032731
-4.805419,50,4254.173087
-2.712222,50,4255.563384
-4.151323,50,4256.70374
-7.05772,50,4257.828476
-5.373967,50,4258.984454
-4.955909,50,4260.06233
-3.276963,50,4261.202684
-4.838325,50,4262.311806
-6.548426,50,4263.561505
-3.097324,50,4264.764348
-3.017176,50,4265.998432
-2.980645,50,4267.138791
-6.233025,50,4268.29477
-3.387585,50,4269.497611
-10.395497,50,4270.653589
-4.818733,50,4271.825189
-2.760607,50,4272.996789
-4.037905,50,4274.152767
-4.659992,50,4275.386858
-3.080141,50,4276.495981
-0.027081,1,4276.511593
-0.0476,1,4276.527213
-4.462093,50,4277.698809
-3.099862,50,4278.823544
-2.7185,50,4279.963902
-2.679906,50,4281.119881
-3.523637,50,4282.244625
-5.714934,50,4283.338111
-3.341271,50,4284.52533
-6.010023,50,4285.665687
-4.103142,50,4286.85291
-3.742343,50,4288.071376
-3.677822,50,4289.242972
-5.616582,50,4290.711379
-4.846339,50,4292.262751
-3.104591,50,4293.43435
-3.206539,50,4294.63225
-0.028636,1,4294.647872
-4.44258,50,4295.788225
-4.093804,50,4296.959823
-0.005458,1,4296.975449
-5.832161,50,4298.100189
-4.83416,50,4299.521723
-3.337197,50,4300.833915
-4.774235,50,4302.052378
-3.719719,50,4303.177115
-4.80788,50,4304.317474
-4.791517,50,4305.442211
-0.042922,1,4305.473453
-3.862931,50,4306.707538
-3.503756,50,4307.863513
-4.349675,50,4309.003871
-0.041631,1,4309.035114
-6.762571,50,4310.206717
-2.826271,50,4311.393939
-2.121685,23,4311.987547
-4.471543,50,4313.315359
-4.8653,50,4314.518201
-2.30569,27,4315.127437
-0.023698,1,4315.143059
-3.88266,50,4316.455245
-0.031131,1,4316.47087
-4.936792,50,4317.642467
-4.0786,50,4318.814067
-0.02852,1,4318.829688
-0.011106,1,4318.845311
-3.679276,50,4319.954428
-3.583632,50,4321.079159
-4.336663,50,4322.203898
-3.183021,50,4323.344253
-4.149563,50,4324.500233
-5.250494,50,4325.843665
-0.046921,1,4325.874908
-5.274872,50,4327.015266
-3.119516,50,4328.264972
-3.384306,50,4329.389711
-5.36646,50,4330.576935
-0.043656,1,4330.592556
-4.660571,50,4331.811015
-7.711494,50,4332.951371
-2.755183,50,4334.138592
-3.245632,50,4335.278953
-5.038005,50,4336.41931
-3.943781,50,4337.559669
-0.037774,1,4337.59091
-2.746698,50,4338.809372
-0.024777,1,4338.840613
-5.014285,50,4340.027839
-4.55857,50,4341.168194
-3.113649,50,4342.292926
-5.270878,50,4343.44891
-4.1643,50,4344.651751
-3.69878,50,4345.776488
-3.006977,50,4346.916841
-0.04278,1,4346.948083
-2.718429,50,4348.088442
-4.733553,50,4349.32253
-3.245395,50,4350.478506
-4.838327,50,4352.103123
-4.758909,50,4353.555906
-4.196981,50,4354.883723
-4.032434,50,4356.008456
-4.207827,50,4357.117575
-4.392228,50,4358.226685
-6.445591,50,4359.492023
-0.030874,1,4359.507638
-4.219954,50,4360.726096
-0.03298,1,4360.741719
-0.010937,1,4360.772964
-0.024747,1,4360.788586
-0.034429,1,4360.81983
-2.562802,50,4361.991426
-2.541369,50,4363.178646
-4.890656,50,4364.35025
-4.854299,50,4365.584332
-0.048692,1,4365.599953
-3.26497,50,4366.740314
-0.021302,1,4366.771557
-4.256287,50,4368.036884
-2.66957,50,4369.192862
-2.726286,50,4370.560155
-4.669675,50,4371.880926
-3.021013,50,4373.159079
-4.69835,50,4374.541192
-3.764795,50,4375.997835
-3.091684,50,4377.32776
-3.134244,50,4378.657879
-6.05361,50,4380.027861
-4.1039,50,4381.372702
-5.869771,50,4382.657908
-3.231783,50,4383.966702
-0.032983,1,4383.986811
-3.378504,50,4385.244944
-4.663243,50,4386.46422
-6.350327,50,4387.731408
-2.921677,50,4388.875617
-6.056929,50,4390.025395
-4.665273,50,4391.212618
-5.126836,50,4392.446699
-4.948457,50,4393.696445
-2.811216,50,4394.852383
-2.527724,50,4396.008362
-3.630033,50,4397.133098
-5.685851,50,4398.320319
-3.118761,50,4399.493718
-5.196192,50,4400.665313
-5.428686,50,4401.758811
-0.044192,1,4401.774429
-5.355242,50,4402.977274
-5.423734,50,4404.055146
-0.012391,1,4404.08639
-3.784481,50,4405.195504
-4.266369,50,4406.33586
-0.021093,1,4406.351479
-4.474287,50,4407.569947
-4.593472,50,4408.757169
-3.666976,50,4409.928768
-4.112217,50,4411.100364
-2.573536,50,4412.256341
-6.190945,50,4413.506052
-4.531214,50,4414.693273
-3.907703,50,4415.896117
-0.03145,1,4415.927356
-5.020542,50,4417.083333
-0.032036,1,4417.098954
-4.669966,50,4418.208069
-1.393965,18,4418.629845
-4.150563,50,4419.817066
-3.728581,50,4421.035535
-0.017369,1,4421.051155
-2.634244,50,4422.175888
-4.446206,50,4423.316244
-0.041583,1,4423.347487
-2.94431,50,4424.519085
-0.028281,1,4424.550332
-4.28512,50,4425.596959
-0.020282,1,4425.628202
-5.460778,50,4426.846664
-7.314142,50,4428.033886
-4.736871,50,4429.221111
-3.910962,50,4430.361467
-3.009428,50,4431.548686
-0.028648,1,4431.579933
-0.049537,1,4431.595554
-1.007298,11,4431.876734
-2.90248,50,4433.095202
-4.533884,50,4434.251181
-3.227803,50,4435.375912
-3.089915,50,4436.547511
-2.12213,19,4436.984909
-2.799559,50,4438.12527
-4.841853,50,4439.328107
-0.025404,1,4439.343732
-0.043884,1,4439.374974
-0.02154,1,4439.406216
-3.495344,50,4443.405279
-4.556637,50,4444.561257
-6.331275,50,4445.764097
-5.653586,50,4446.888869
-6.427708,50,4448.060434
-3.342004,50,4449.232033
-4.967392,50,4450.419254
-0.000551,1,4450.450496
-0.040281,1,4450.481761
-0.042503,1,4450.512982
-3.229086,50,4451.668959
-0.042944,1,4451.700206
-3.75499,50,4452.903045
-5.20305,50,4454.043404
-6.556951,50,4455.215001
-4.134403,50,4456.370982
-3.01945,50,4457.573823
-3.715952,50,4458.698561
-0.04972,1,4458.729805
-0.024622,1,4458.761044
-0.04176,1,4458.776666
-0.035674,1,4458.792288
-0.013828,1,4458.82353
-0.042218,1,4458.85477
-0.039713,1,4458.886014
-5.990047,50,4460.010755
-0.044353,1,4460.026376
-2.748995,50,4461.244836
-4.960095,50,4462.463301
-3.727597,50,4463.634902
-4.974301,50,4464.728393
-3.698358,50,4465.946856
-4.003244,50,4467.165323
-0.048285,1,4467.180942
-4.319097,50,4468.415027
-5.976894,50,4469.571004
-0.045881,1,4469.61787
-5.161604,50,4470.883198
-2.873176,50,4472.460952
-3.742752,50,4474.069949
-0.049396,1,4474.101192
-3.032892,50,4475.429004
-4.452171,50,4476.725579
-4.096991,50,4477.897178
-4.570636,50,4478.990672
-0.038835,1,4479.006293
-4.591234,50,4480.162269
-4.971631,50,4481.349493
-3.752225,50,4482.474224
-0.01395,1,4482.489849
-5.196727,50,4483.614584
-4.852349,50,4484.817426
-2.98148,50,4486.004644
-4.433688,50,4487.129381
-0.043081,1,4487.145006
-4.94564,50,4488.269737
-4.506328,50,4489.378858
-0.049182,1,4489.410099
-4.609784,50,4490.519221
-4.686015,50,4491.737688
-4.086888,50,4492.86241
-3.767525,50,4494.018391
-4.040526,50,4495.18999
-0.046986,1,4495.23686
-4.015955,50,4496.361587
-4.065106,50,4497.486323
-3.009205,50,4498.642303
-2.744748,50,4499.813904
-7.023036,50,4500.954259
-5.090221,50,4502.188344
-0.041021,1,4502.203968
-3.491757,50,4503.328701
-2.868863,50,4504.484685
-6.360427,50,4505.703142
-4.491256,50,4506.874746
-5.762897,50,4508.015103
-3.506224,50,4509.186701
-0.029202,1,4509.217943
-2.782433,50,4510.373922
-5.895213,50,4511.498657
-5.951382,50,4512.685882
-4.59705,50,4513.857482
-4.588011,50,4515.013457
-3.397803,50,4516.403762
-3.997248,50,4517.653466
-4.125415,50,4518.809438
-4.731414,50,4519.934179
-3.609192,50,4521.15264
-4.781123,50,4522.293003
-4.4704,50,4523.448982
-0.038928,1,4523.464606
-5.002842,50,4524.620573
-0.011664,1,4524.636197
-2.732319,50,4525.83904
-4.792563,50,4526.979398
-6.576095,50,4528.150996
-4.616927,50,4529.369463
-0.013267,1,4529.400704
-4.297265,50,4530.541063
-4.344279,50,4531.712662
-4.766901,50,4532.915502
-5.276181,50,4534.087105
-0.034311,1,4534.102727
-4.189479,50,4535.258705
-3.789969,50,4536.383441
-4.957171,50,4537.508174
-5.267291,50,4538.632913
-5.314192,50,4539.804509
-5.011656,50,4540.991735
-4.654136,50,4542.163332
-0.020897,1,4542.178954
-3.435679,50,4543.334932
-2.731548,50,4544.522155
-3.533012,50,4545.74062
-6.289248,50,4546.927837
-0.043531,1,4546.95908
-4.800758,50,4548.115062
-4.672039,50,4549.255414
-3.366871,50,4550.380151
-4.660053,50,4551.567373
-5.430219,50,4552.72335
-2.566939,50,4553.894954
-0.026776,1,4553.92619
-4.310021,50,4555.03531
-4.597052,50,4556.191287
-3.535004,50,4557.378508
-3.324794,50,4558.440756
-4.656825,50,4559.706087
-4.492546,50,4560.877691
-0.01915,1,4560.908926
-0.048646,1,4560.940169
-6.529762,50,4562.018045
-6.462507,50,4563.189641
-3.352578,50,4564.298756
-5.739073,50,4565.532843
-2.736801,50,4566.657576
-2.871899,50,4567.829176
-3.126413,50,4568.985156
-4.475603,50,4570.141136
-4.798807,50,4571.343974
-0.038913,1,4571.359599
-0.035197,1,4571.375221
-0.049358,1,4571.406461
-0.016128,1,4571.453328
-6.873507,50,4572.578064
-3.110733,50,4573.671558
-5.212814,50,4574.796294
-5.957755,50,4575.999136
-0.043025,1,4576.030379
-3.867631,50,4577.201977
-4.366762,50,4578.326716
-0.044716,1,4578.35796
-0.039717,1,4578.389194
-4.031194,50,4579.545179
-4.886917,50,4580.74802
-4.710162,50,4581.935242
-5.105707,50,4583.09122
-0.044664,1,4583.106844
-4.180927,50,4584.278441
-5.083509,50,4585.418797
-3.464935,50,4586.637258
-3.2755,50,4587.871345
-3.521391,50,4589.058569
-5.103362,50,4590.183305
-3.153434,50,4591.354906
-5.918424,50,4592.495263
-2.88405,50,4593.635619
-0.035434,1,4593.666862
-3.612793,50,4594.979052
-5.047392,50,4596.103789
-4.445106,50,4597.181658
-4.464019,50,4598.306393
-4.220818,50,4599.415513
-0.035442,1,4599.431132
-3.826121,50,4600.618353
-4.071797,50,4601.774332
-6.603858,50,4602.914687
-0.03417,1,4602.945928
-3.856276,50,4604.101907
-0.034022,1,4604.133149
-0.027775,1,4604.164393
-5.345982,50,4605.367237
-4.511293,50,4606.804398
-0.024242,1,4606.851262
-3.96742,50,4608.304048
-2.83347,50,4609.475645
-3.726246,50,4610.631627
-4.220653,50,4611.787602
-4.045504,50,4612.912344
-3.87167,50,4614.021456
-3.544668,50,4615.302402
-4.331339,50,4616.45838
-3.442369,50,4617.551873
-4.927574,50,4618.67661
-3.159963,50,4619.848215
-5.068122,50,4620.988569
-0.035965,1,4621.019813
-5.004379,50,4622.113305
-2.83168,50,4623.300528
-3.848581,50,4624.503365
-3.133296,50,4625.628104
-5.396682,50,4626.721595
-0.025101,1,4626.768458
-4.622485,50,4627.986922
-6.254977,50,4629.080415
-3.041827,50,4630.236394
-4.178939,50,4631.345508
-0.024656,1,4631.392375
-5.223806,50,4632.626456
-4.31143,50,4633.813678
-0.026105,1,4633.829302
-4.183699,50,4634.938418
-3.418321,50,4636.094396
-0.038549,1,4636.110019
-1.28547,15,4636.438067
-0.046484,1,4636.469305
-5.358447,50,4637.640905
-5.346732,50,4638.765639
-5.706599,50,4639.952867
-4.705673,50,4641.171329
-5.016842,50,4642.249201
-4.530629,50,4643.373933
-0.036735,1,4643.389554
-5.143698,50,4644.576778
-6.114416,50,4645.701514
-3.46304,50,4646.873123
-3.569172,50,4648.075953
-4.705848,50,4649.263178
-5.027155,50,4650.403537
-0.029365,1,4650.419158
-3.152795,50,4651.637617
-2.912799,50,4652.824839
-0.036204,1,4652.840462
-2.541638,50,4653.949572
-3.143318,50,4655.152419
-0.045145,1,4655.199279
-2.840519,50,4656.386503
-5.930453,50,4657.558101
-2.766703,50,4658.729701
-5.953324,50,4659.885685
-3.380383,50,4661.135386
-2.584813,50,4662.322608
-0.039116,1,4662.338232
-0.037303,1,4662.369484
-0.031658,1,4662.385097
-6.844478,50,4663.587935
-0.037213,1,4663.619178
-3.860934,50,4664.837646
-4.506412,50,4665.96238
-4.224947,50,4667.118363
-3.327111,50,4668.336825
-4.055779,50,4669.445935
-4.995812,50,4670.570668
-3.090271,50,4671.71103
-0.035523,1,4671.742273
-0.023035,1,4671.773512
-3.719423,50,4672.898249
-3.618248,50,4674.054231
-5.749457,50,4675.241451
-0.033803,1,4675.272693
-5.138353,50,4676.42867
-4.31797,50,4677.553411
-4.966816,50,4681.443117
-3.79943,50,4682.692822
-3.04176,50,4683.817563
-0.012787,1,4683.833184
-0.009391,1,4683.848805
-3.478972,50,4685.036026
-3.857136,50,4686.254486
-3.737481,50,4687.347983
-4.16357,50,4688.50396
-4.593896,50,4689.691179
-4.134074,50,4690.847158
-4.143005,50,4691.987519
-5.458608,50,4693.127872
-5.596999,50,4694.252613
-6.019065,50,4695.439833
-3.395017,50,4696.798886
-3.996426,50,4698.142318
-5.243469,50,4699.282676
-0.029396,1,4699.298298
-6.214646,50,4700.469902
-0.040279,1,4700.501144
-3.509288,50,4701.719607
-0.036464,1,4701.735229
-6.528627,50,4702.828751
-3.555419,50,4703.984698
-0.047324,1,4704.01594
-0.045007,1,4704.047184
-5.329742,50,4705.187539
-4.656357,50,4706.390386
-5.924602,50,4707.546366
-4.219686,50,4708.749207
-2.600532,50,4709.920806
-2.886385,50,4711.061163
-5.463043,50,4712.185899
-3.688737,50,4713.310632
-2.805939,50,4714.497857
-4.577816,50,4715.638213
-2.880736,50,4716.794193
-6.59544,50,4717.965791
-0.035547,1,4717.981413
-4.0042,50,4719.16863
-3.531859,50,4720.371472
-3.987296,50,4721.574315
-0.045254,1,4721.589936
-0.013368,1,4721.605558
-4.492465,50,4722.839649
-2.906509,50,4724.011243
-4.481133,50,4725.229706
-2.944503,50,4726.385686
-4.312801,50,4727.60415
-4.328188,50,4728.791375
-6.271153,50,4730.228532
-4.356248,50,4731.587589
-0.038379,1,4731.634453
-5.780876,50,4732.759189
-0.03191,1,4732.790434
-0.005812,1,4732.806058
-3.158007,50,4733.946409
-4.627809,50,4735.133631
-6.880446,50,4736.258368
-3.800146,50,4737.461209
-5.01321,50,4738.617192
-3.043581,50,4739.773168
-4.029719,50,4740.913522
-0.037941,1,4740.929145
-3.98514,50,4742.085128
-0.045998,1,4742.100753
-4.005358,50,4743.334829
-4.523008,50,4744.506428
-5.275941,50,4745.662408
-3.216675,50,4746.865255
-4.629197,50,4748.00564
-0.828082,10,4748.239931
-3.192836,50,4749.505255
-0.023682,1,4749.52088
-4.090407,50,4750.614368
-0.032051,1,4750.62999
-4.95915,50,4751.770354
-3.026389,50,4752.910708
-5.356694,50,4754.113552
-5.36915,50,4755.285148
-4.62298,50,4756.409888
-6.484713,50,4757.597104
-0.023628,1,4757.61273
-5.574139,50,4758.81557
-3.298981,50,4759.955926
-2.656751,50,4761.111907
-0.046234,1,4761.127531
-0.049068,1,4761.143151
-4.329028,50,4762.283505
-2.667498,50,4763.455108
-4.381998,50,4764.657947
-0.027905,1,4764.689189
-4.641854,50,4765.813926
-5.988031,50,4766.938661
-0.038991,1,4766.954285
-4.315927,50,4768.125881
